uf,num,nome_eol,n_turbines,unit_power_MW,hub_height_m,rotor_diameter_m,total_height_m,total_MW,operacao,heterogeneous_hub
RN,050099,São Domingos IV,8,6.2,135.0,170.0,220.0,48.4,Não,True
RN,050100,São Domingos V,4,6.2,135.0,170.0,220.0,24.2,Não,True
RN,050096,São Domingos I,10,6.2,135.0,170.0,220.0,60.5,Não,True
RN,050097,São Domingos II,11,5.9,120.0,163.0,202.0,66.4,Não,True
CE,051531,Mutamba I,8,4.5,123.0,150.0,198.0,39.0,Não,True
CE,032482,Mutamba III,7,5.5,125.0,158.0,204.0,38.5,Não,False
CE,032483,Mutamba IV,6,5.5,125.0,158.0,204.0,33.0,Não,False
PI,038109,Ventos de São Roque 07,8,5.7,120.0,163.0,202.0,45.6,Não,False
PI,040631,Ventos de São Roque 13,8,5.7,120.0,163.0,202.0,45.6,Não,False
PI,038113,Ventos de São Roque 19,8,5.7,120.0,163.0,202.0,45.6,Não,False
PI,038116,Ventos de São Roque 22,8,5.7,120.0,163.0,202.0,45.6,Não,False
PI,038120,Ventos de São Roque 26,8,5.7,120.0,163.0,202.0,45.6,Não,False
PI,038123,Ventos de São Roque 29,6,5.7,120.0,163.0,202.0,34.2,Não,False
BA,060308,Serra Gentio do Ouro 24,5,6.2,115.0,170.0,200.0,31.0,Não,False
PB,044988,Serra da Borborema I,7,6.2,135.0,170.0,220.0,43.4,Não,False
PB,044989,Serra da Borborema II,8,6.2,135.0,170.0,220.0,49.6,Não,False
BA,040777,Brejinhos A,9,4.2,125.0,147.0,198.0,37.8,Não,False
BA,040778,Brejinhos B,10,4.2,125.0,147.0,198.0,42.0,Não,False
BA,038090,Ventos de Santa Eugênia 14,4,5.7,120.0,163.0,202.0,22.8,Não,False
RN,050124,Itaúna I,6,6.2,115.0,170.0,200.0,36.3,Não,True
RN,050125,Itaúna II,8,6.2,115.0,170.0,200.0,48.4,Não,True
RN,050126,Itaúna III,14,6.2,135.0,170.0,220.0,84.7,Não,True
RN,032280,Paraíso Farol II,3,4.5,125.0,150.0,200.0,13.5,Não,False
RN,032281,Paraíso Farol III,7,4.5,125.0,150.0,200.0,31.5,Não,False
RS,052435,Canelões I,15,6.2,115.0,170.0,200.0,81.1,Não,True
RS,052436,Canelões II,10,4.5,125.0,150.0,200.0,51.8,Não,True
RS,052440,Canelões VI,18,4.5,125.0,150.0,200.0,94.6,Não,True
RS,052442,Canelões VIII,19,4.5,125.0,150.0,200.0,99.1,Não,True
RS,052437,Canelões III,19,4.5,125.0,150.0,200.0,99.1,Não,True
RS,052438,Canelões IV,16,6.2,115.0,170.0,200.0,85.6,Não,True
RS,052439,Canelões V,17,4.5,125.0,150.0,200.0,88.4,Não,True
RS,052441,Canelões VII,16,6.2,115.0,170.0,200.0,85.6,Não,True
PB,057326,Frei Damião I,6,5.5,125.0,149.0,200.0,33.0,Não,False
PB,057327,Frei Damião II,7,5.5,125.0,149.0,200.0,38.5,Não,False
PB,057328,Frei Damião III,7,5.5,125.0,149.0,200.0,38.5,Não,False
PB,057329,Frei Damião IV,6,5.5,125.0,149.0,200.0,33.0,Não,False
PB,057330,Frei Damião V,6,5.5,125.0,149.0,200.0,33.0,Não,False
RS,032473,Lagoa dos Barros I,4,5.6,120.0,160.0,200.0,22.24,Não,False
RS,032474,Lagoa dos Barros II,4,5.6,120.0,160.0,200.0,22.24,Não,False
RS,035205,Lagoa dos Barros III,4,5.6,120.0,160.0,200.0,22.24,Não,False
BA,047208,Ventos de Santo Antônio 04,26,4.5,120.0,150.0,195.0,135.7,Não,True
BA,051592,Ventos de Santo Antônio 05,11,6.2,115.0,170.0,200.0,68.2,Não,False
BA,051595,Ventos de Santo Antônio 08,12,6.2,115.0,170.0,200.0,74.4,Não,False
BA,051594,Ventos de Santo Antônio 07,12,6.2,115.0,170.0,200.0,74.4,Não,False
BA,051593,Ventos de Santo Antônio 06,11,6.2,115.0,170.0,200.0,68.2,Não,False
BA,051591,Ventos de Santa Luzia 17,24,6.2,115.0,170.0,200.0,148.8,Não,False
BA,051590,Ventos de Santa Luzia 16,28,4.5,120.0,150.0,195.0,146.4,Não,True
RN,047162,Oeste Seridó IX,6,4.2,105.0,150.0,180.0,25.2,Não,False
RN,044974,Oeste Seridó I,11,4.2,105.0,150.0,180.0,47.7,Não,True
BA,051585,Ventos de Santa Luzia 11,11,4.5,105.0,150.0,180.0,49.5,Não,False
BA,032101,Facheio,6,2.7,89.0,122.0,150.0,16.2,Sim,False
BA,032245,Manineiro,10,2.7,89.0,122.0,150.0,27.6,Sim,True
RN,033691,Ventos de Santa Leia 05,15,4.5,90.0,150.0,165.0,67.5,Sim,False
BA,033547,Ventos de São Januário 16,16,4.5,105.0,150.0,180.0,72.0,Sim,False
PI,048514,Ventos de São Caio,8,4.4,120.0,150.0,195.0,35.2,Sim,False
PI,048516,Ventos de São Ciro,16,4.4,120.0,150.0,195.0,71.2,Sim,False
PI,048515,Ventos de São Ciriaco,11,4.4,120.0,150.0,195.0,48.4,Sim,False
PB,049819,Serra da Palmeira II,10,6.0,115.0,170.0,200.0,60.0,Não,False
PB,049823,Serra da Palmeira VI,8,6.0,115.0,170.0,200.0,48.0,Não,True
PB,049818,Serra da Palmeira I,12,6.0,115.0,170.0,200.0,72.0,Não,True
PB,049835,Serra da Palmeira XVIII,6,6.0,115.0,170.0,200.0,36.0,Não,False
PB,049833,Serra da Palmeira XVI,12,6.0,115.0,170.0,200.0,72.0,Não,True
PB,049836,Serra da Palmeira XIX,10,6.0,115.0,170.0,200.0,60.0,Não,True
PB,049824,Serra da Palmeira VII,5,6.0,115.0,170.0,200.0,30.0,Não,False
PB,049832,Serra da Palmeira XV,12,6.0,115.0,170.0,200.0,72.0,Não,True
PB,049834,Serra da Palmeira XVII,5,6.0,115.0,170.0,200.0,30.0,Não,False
PB,049837,Serra da Palmeira XX,8,6.0,115.0,170.0,200.0,48.0,Não,True
PB,049820,Serra da Palmeira III,8,6.0,115.0,170.0,200.0,48.0,Não,False
PB,049821,Serra da Palmeira IV,10,6.0,115.0,170.0,200.0,60.0,Não,True
PB,049830,Serra da Palmeira XIII,14,6.0,115.0,170.0,200.0,84.0,Não,True
PB,049825,Serra da Palmeira VIII,8,6.0,115.0,170.0,200.0,48.0,Não,True
PB,049839,Serra da Palmeira XXII,8,6.0,115.0,170.0,200.0,48.0,Não,True
PB,049826,Serra da Palmeira IX,8,6.0,115.0,170.0,200.0,48.0,Não,True
PB,049822,Serra da Palmeira V,12,6.0,115.0,170.0,200.0,72.0,Não,True
PB,049831,Serra da Palmeira XIV,4,6.0,115.0,170.0,200.0,24.0,Não,False
PB,049838,Serra da Palmeira XXI,8,6.0,115.0,170.0,200.0,48.0,Não,True
PB,049828,Serra da Palmeira XI,12,6.0,115.0,170.0,200.0,72.0,Não,True
PB,049827,Serra da Palmeira X,10,6.0,115.0,170.0,200.0,60.0,Não,True
PB,049829,Serra da Palmeira XII,8,6.0,115.0,170.0,200.0,48.0,Não,False
PB,049840,Serra da Palmeira XXIII,12,6.0,115.0,170.0,200.0,72.0,Não,True
RN,034937,Ventos de Santa Leia 03,30,4.5,90.0,150.0,165.0,135.0,Sim,False
RN,033690,Ventos de Santa Leia 04,15,4.5,90.0,150.0,165.0,67.1,Sim,False
PI,048704,Ventos de São Crispim,22,4.4,120.0,150.0,195.0,97.9,Sim,False
PI,048512,Ventos de Santo Alderico,9,4.4,120.0,150.0,195.0,39.6,Sim,False
PI,048511,Ventos de Santa Alexandrina,20,4.4,120.0,150.0,195.0,89.0,Sim,False
PI,048517,Ventos de São João Paulo II,7,4.4,120.0,150.0,195.0,30.8,Sim,False
PE,035249,Ventos de Santo Antero,22,4.4,120.0,150.0,195.0,97.9,Sim,False
PE,035250,Ventos de São Bernardo,10,4.4,120.0,150.0,195.0,44.0,Sim,False
PI,048513,Ventos de Santo Apolinário,16,4.4,120.0,150.0,195.0,70.4,Sim,False
BA,053516,São Gabriel XII,5,6.0,115.0,170.0,200.0,30.0,Não,False
BA,053517,São Gabriel XIII,7,6.0,115.0,170.0,200.0,42.0,Não,False
BA,053518,São Gabriel XIV,7,6.0,115.0,170.0,200.0,42.0,Não,False
BA,053519,São Gabriel XV,8,6.0,115.0,170.0,200.0,48.0,Não,False
RS,032145,Chicolomã,5,5.6,120.0,160.0,200.0,27.8,Não,False
PB,032435,Picuí 4,11,4.5,125.0,150.0,200.0,49.5,Não,False
PB,032438,Picuí 6,10,4.5,125.0,150.0,200.0,45.0,Não,False
BA,037210,Casa Nova B,18,1.5,100.0,82.0,141.0,27.0,Não,False
BA,034781,Serra das Almas VI,8,5.7,120.0,163.0,202.0,45.6,Não,False
BA,034780,Serra das Almas III,8,5.7,120.0,163.0,202.0,45.6,Não,False
BA,037086,Serra das Almas V,8,5.7,120.0,163.0,202.0,45.6,Não,False
BA,034779,Serra das Almas II,8,5.7,120.0,163.0,202.0,45.6,Não,False
BA,037084,Serra das Almas IV,8,5.7,120.0,163.0,202.0,45.6,Não,False
RN,050152,Limoeiro III,9,4.2,120.0,150.0,195.0,37.8,Não,False
RN,050151,Limoeiro II,9,4.2,120.0,150.0,195.0,37.8,Não,False
RN,050154,Limoeiro V,11,4.2,120.0,150.0,195.0,46.2,Não,False
RN,050150,Limoeiro I,10,4.2,120.0,150.0,195.0,42.0,Não,False
RN,050153,Limoeiro IV,6,4.2,120.0,150.0,195.0,25.2,Não,False
CE,049897,Ventos de Santa Rosália 07,10,4.2,120.0,150.0,195.0,42.0,Não,False
CE,049896,Ventos de Santa Rosália 06,10,4.2,120.0,150.0,195.0,42.0,Não,False
CE,049895,Ventos de Santa Rosália 05,10,4.2,120.0,150.0,195.0,42.0,Não,False
CE,049898,Ventos de Santa Rosália 03,10,4.2,120.0,150.0,195.0,42.0,Não,False
CE,049894,Ventos de Santa Rosália 04,10,4.2,120.0,150.0,195.0,42.0,Não,False
CE,034749,Ventos de Santa Rosália 02,10,4.2,120.0,150.0,195.0,42.0,Não,False
CE,034748,Ventos de Santa Rosália 01,10,4.2,120.0,150.0,195.0,42.0,Não,False
BA,049924,Ventos de Santa Diana 11,11,4.2,105.0,150.0,180.0,46.2,Não,False
BA,049923,Ventos de Santa Diana 10,11,4.2,105.0,150.0,180.0,46.2,Não,False
BA,049922,Ventos de Santa Diana 09,10,4.2,105.0,150.0,180.0,42.0,Não,False
BA,049921,Ventos de Santa Diana 08,10,4.2,105.0,150.0,180.0,42.0,Não,False
BA,049920,Ventos de Santa Diana 07,10,4.2,105.0,150.0,180.0,42.0,Não,False
BA,049919,Ventos de Santa Diana 06,9,4.2,105.0,150.0,180.0,37.8,Não,False
BA,049918,Ventos de Santa Diana 05,10,4.2,105.0,150.0,180.0,42.0,Não,False
BA,049917,Ventos de Santa Diana 04,10,4.2,105.0,150.0,180.0,42.0,Não,False
BA,049916,Ventos de Santa Diana 03,10,4.2,105.0,150.0,180.0,42.0,Não,False
BA,049915,Ventos de Santa Diana 02,10,4.2,105.0,150.0,180.0,42.0,Não,False
BA,054336,Ventos de Santa Diana 01,11,4.2,105.0,150.0,180.0,46.2,Não,False
BA,032417,Morro Branco II,9,3.5,84.0,132.0,150.0,31.18,Sim,False
BA,044556,São Gabriel I,9,5.3,120.0,158.0,199.0,47.7,Não,False
BA,044986,São Gabriel II,9,5.3,120.0,158.0,199.0,47.7,Não,False
BA,044987,São Gabriel III,9,5.3,120.0,158.0,199.0,47.7,Não,False
BA,054136,Tornado,5,6.0,115.0,170.0,200.0,30.0,Não,False
BA,054015,Alisios,3,6.0,115.0,170.0,200.0,18.0,Não,False
BA,054127,Costa do Vento,7,6.0,115.0,170.0,200.0,42.0,Não,False
BA,054154,Mistral,2,6.0,115.0,170.0,200.0,12.0,Não,False
BA,054140,Zonda,5,6.0,115.0,170.0,200.0,30.0,Não,False
BA,054098,Boreal,5,6.0,115.0,170.0,200.0,30.0,Não,False
BA,054131,Polar,2,6.0,115.0,170.0,200.0,12.0,Não,False
BA,054155,Lips,2,6.0,115.0,170.0,200.0,12.0,Não,False
BA,054141,Monção,3,6.0,115.0,170.0,200.0,18.0,Não,False
BA,054134,Siroco,7,6.0,115.0,170.0,200.0,42.0,Não,False
BA,054137,Ventania,3,6.0,115.0,170.0,200.0,18.0,Não,False
RN,051550,EVIII 2,5,4.5,125.0,150.0,200.0,22.5,Não,False
RN,051551,EVIII 3,7,4.5,125.0,150.0,200.0,31.5,Não,False
RN,051549,EVIII 1,5,4.5,125.0,150.0,200.0,22.5,Não,False
RN,051552,EVIII 4,5,4.5,125.0,150.0,200.0,22.5,Não,False
RN,051553,EVIII 5,2,4.5,125.0,150.0,200.0,9.0,Não,False
RS,032236,Coxilha Negra 2,24,4.2,125.0,147.0,198.5,100.8,Não,False
RS,032237,Coxilha Negra 3,25,4.2,125.0,147.0,198.5,105.0,Não,False
RN,051568,Pedra de Amolar I,7,4.5,125.0,150.0,200.0,31.5,Não,False
RN,051711,Pedra de Amolar II,7,4.5,125.0,150.0,200.0,31.5,Não,False
RN,044338,EVI 2,7,4.5,125.0,150.0,200.0,31.5,Não,False
RN,044337,EVI 1,7,4.5,125.0,150.0,200.0,31.5,Não,False
RN,044343,EVII 1,7,4.5,125.0,150.0,200.0,31.5,Não,False
CE,056916,Viçosa VII,13,6.0,135.0,170.0,220.0,78.0,Não,False
CE,056914,Viçosa V,15,6.0,135.0,170.0,220.0,90.0,Não,False
CE,056915,Viçosa VI,14,6.0,135.0,170.0,220.0,84.0,Não,False
PB,043277,Serra do Seridó XIV,17,3.5,84.0,132.0,150.0,72.91,Não,True
PB,043275,Serra do Seridó XI,10,3.5,84.0,132.0,150.0,34.65,Não,False
CE,041921,Kairós Wind 6,9,4.5,123.0,150.0,198.0,40.5,Não,False
CE,041922,Kairós Wind 2,8,4.5,123.0,150.0,198.0,36.0,Não,False
CE,032485,Kairós Wind 1,8,4.5,123.0,150.0,198.0,36.0,Não,False
PB,038304,Serra do Seridó VI,16,5.5,125.0,158.0,204.0,88.0,Não,False
BA,044962,Aura Tanque Novo 02,4,4.5,110.0,155.0,188.0,18.0,Sim,False
BA,044961,Aura Tanque Novo 01,6,4.5,110.0,155.0,188.0,27.0,Sim,False
BA,035172,Aura Tanque Novo 03,3,4.5,110.0,155.0,188.0,13.5,Sim,False
BA,051788,Assuruá 5 V,6,5.8,125.0,158.0,204.0,34.8,Não,False
BA,051789,Assuruá 5 VI,6,5.8,125.0,158.0,204.0,34.8,Sim,True
RN,032404,Mundo Novo VII,9,4.2,125.0,147.0,198.0,37.8,Não,False
RN,032405,Mundo Novo VI,9,4.2,125.0,147.0,198.0,37.8,Não,False
RN,033552,Mundo Novo V,6,4.2,125.0,147.0,198.0,25.2,Não,False
RN,034499,Anemus Wind 2 ,11,4.2,125.0,147.0,198.0,46.2,Não,False
RS,034733,Candiotinha,8,4.2,145.0,150.0,220.0,33.6,Não,False
RS,034729,Invernada Pedra Grande,8,4.2,145.0,150.0,220.0,33.6,Não,False
RS,034728,São João Batista,4,4.2,145.0,150.0,220.0,16.8,Não,False
RS,034299,Serra do Veleda,8,4.2,145.0,150.0,220.0,33.6,Não,False
RN,032199,AW Olho D’Água I,6,4.2,125.0,147.0,198.0,25.2,Não,False
BA,072237,Serra do Estreito 1,3,3.5,84.0,132.0,150.0,10.39,Não,False
BA,072236,Serra do Estreito 9,5,3.5,84.0,132.0,150.0,17.32,Não,False
BA,072230,Serra do Estreito 3,6,3.5,84.0,132.0,150.0,20.79,Não,False
BA,072231,Serra do Estreito 4,6,3.5,84.0,132.0,150.0,20.79,Não,False
BA,072233,Serra do Estreito 6,9,3.5,84.0,132.0,150.0,31.18,Não,False
BA,072234,Serra do Estreito 7,4,3.5,84.0,132.0,150.0,13.86,Não,False
BA,072235,Serra do Estreito 8,28,3.5,84.0,132.0,150.0,97.02,Não,False
BA,032804,Aura Caetité 03,16,4.5,110.0,155.0,188.0,72.0,Sim,False
BA,044960,Aura Caetité 02,8,4.5,110.0,155.0,188.0,36.0,Sim,False
